Type,Category,Question,Answer
Technical,ML,Explain the steps in making decision tree?,Below are the common steps in decision tree algorithm * Take the entire data as input * At the root node decision tree selects feature to split the data in two major categories. * Different criteria will be used to split the data. We generally use 'entropy' or 'gini' in case of classification and 'mse' or 'mae' in case of regression problems. * Features are selected for spliting based on highest information gain. * After every split we get decision rules and sub trees. * This process will continue until every training example is grouped together or maxinum allowed tree depth is reached. * So at the end of decision tree we end up with leaf node. Which represent the class or a continuous value that we are trying predict
Technical,ML,How do you build random forest model?,Random forest is made up of multiple decision trees. Unlike decision tree random forest fits multiple decision trees on various sub samples of dataset and make the predictions by averaging the predictions from each tree. * Select few random sub sample from given dataset * Construct a decision tree for every sub sample and predict the result. * Perform the voting on prediction from each tree. * At the end select the most voted result as final prediction.
Technical,ML,How do Random Forest handle missing data?,"Random Forests inherently have two primary ways of handling missing data: 1. **During Training (Building the Trees):** * **For Numerical Features:** Missing values can be imputed using simple strategies like mean or median. * **For Categorical Features:** A new ""missing"" category is often created to handle missing values. This ensures that data points with missing categorical values are still considered during the tree building process. 2. **During Prediction (Making New Predictions):** * **""Surrogate"" Splits:** Each tree in the forest stores ""surrogate"" splits along with the primary split at each node. Surrogate splits are based on other features that are highly correlated with the primary split feature. If a new data point encounters a missing value during prediction, the tree will use the surrogate split to guide the data point down the appropriate branch. * **Proximity Measures:** Random Forests also calculate ""proximity measures"" between data points based on how often they end up in the same leaf nodes across all the trees. These proximities can be used to impute missing values by taking a weighted average of the values from similar data points. *Need to review below answer....* Note that handling missing data is one of the advantages of Random Forest algorithm over Decision tree. Please refer below diagram where we have training data set of circle, square and triangle of color red, green and blue respectively. There are total 27 training examples. Random forest will create three sub sample of 9 training examples each * Random forest algorithm will create three different decision tree for each sub sample * Notice that each tree uses different criteria to split the data * Now it is straight forward analysis for the algorithm to predict the shape of given figure if its shape and color is known. Lets check the predictions of each tree for blue color triangle, (here shape input is missing) * Tree 1 will predict: triangle * Tree 2 will predict: square * Tree 2 will predict: triangle Since the majority of voting is for triangle final prediction is triangle shape * Now, lets check predictions for circle with no color defined (color attribute is missing here) * Tree 1 will predict: triangle * Tree 2 will predict: circle * Tree 2 will predict: circle Since the majority of voting is for circle final prediction is circle shape Please note this is over simplified example, but you get an idea how multiple tree with different split criteria helps to handle missing features."
Technical,ML,What is model overfitting? How can you avoid it?,"Overfitting occurs when your model learns too much from training data and isn't able to generalize the underlying information. When this happens, the model is able to describe training data very accurately but loses precision on every dataset it has not been trained on. Below images represent the overfitting linear and logistic regression models. **How To Avoid Overfitting?** * Since overfitting algorithm captures the noise in data, reducing the number of features will help. We can manually select only important features or can use model selection algorithm for same * We can also use the Regularization technique. It works well when we have lots of slightly useful features. Sklearn linear model(Ridge and LASSO) uses regularization parameter alpha to control the size of the coefficients by imposing a penalty. * K-fold cross validation. In this technique we divide the training data in multiple batches and use each batch for training and testing the model. * Increasing the training data also helps to avoid overfitting."
Technical,ML,There are 9 balls out of which one ball is heavy in weight and rest are of the same weight. In how many minimum weightings will you find the heavier ball?,"To find the heavier ball among 9 balls using a balance scale, you can determine the minimum number of weighings required by strategically dividing the balls and comparing their weights. ### Step-by-Step Solution: 1. **First Weighing**: - Divide the 9 balls into three groups of 3 balls each: Group A, Group B, and Group C. - Weigh Group A against Group B. 2. **Analyzing the First Weighing**: - **Case 1**: If the scales balance (i.e., Group A = Group B), it means the heavier ball is in Group C. - **Case 2**: If the scales do not balance (i.e., Group A Group B), the heavier ball is in the group that tips the scale. 3. **Second Weighing**: - You now have 3 balls (either all from Group C in Case 1, or from the heavier group in Case 2). - Take 2 of these 3 balls and weigh them against each other. 4. **Analyzing the Second Weighing**: - **Case 1**: If the scales balance, the heavier ball is the one that was not weighed. - **Case 2**: If the scales do not balance, the heavier ball is the one that tips the scale. ### Conclusion: The minimum number of weighings required to find the heavier ball among the 9 balls is **2**. By dividing the balls into three groups and strategically using the balance scale, you can ensure that you find the heavier ball in just two weighings."
Technical,ML,What are feature selection methods to select right variables?,"Feature selection is the process of reducing the number of input variables when developing a predictive model. There are two methods for feature selection. Filter method and wrapper methods. Best analogy for selecting features is bad data in bad answers out. ## Filter Methods * Filter feature selection methods use statistical techniques to evaluate the relationship between each input variable and the target variable, and these scores are used as the basis to choose (filter) those input variables that will be used in the model. * These methods are faster and less computationally expensive than wrapper methods. #### Information Gain Information gain calculates the reduction in entropy from the transformation of a dataset. It can be used for feature selection by evaluating the Information gain of each variable in the context of the target variable. #### Chi-square Test The Chi-square test is used for categorical features in a dataset. We calculate Chi-square between each feature and the target and select the desired number of features with the best Chi-square scores. #### Correlation Coefficient Correlation is a measure of the linear relationship of 2 or more variables. Through correlation, we can predict one variable from the other. The logic behind using correlation for feature selection is that the good variables are highly correlated with the target. Furthermore, variables should be correlated with the target but should be uncorrelated among themselves. ## Wrapper Methods * Wrapper feature selection methods create many models with different subsets of input features and select those features that result in the best performing model according to a performance metric. * These methods are unconcerned with the variable types, although they can be computationally expensive. * The wrapper methods usually result in better predictive accuracy than filter methods. #### Forward Feature Selection This is an iterative method wherein we start with the best performing variable against the target. Next, we select another variable that gives the best performance in combination with the first selected variable. This process continues until the preset criterion is achieved. #### Backward Feature Elimination This method works exactly opposite to the Forward Feature Selection method. Here, we start with all the features available and build a model. Next, we remove the variable from the model which gives the best evaluation measure value. This process is continued until the preset criterion is achieved. #### Exhaustive Feature Selection This is the most robust feature selection method covered so far. This is a brute-force evaluation of each feature subset. This means that it tries every possible combination of the variables and returns the best performing subset."
Technical,ML,You are given a dataset consisting of variables having more than 30% missing values? How will you deal with them?,"There are multiple ways to handle missing values in the data * If dataset is huge we can simply remove the rows containing the missing data * If dataset is small then we have to impute the missing values. There are multiple ways to impute the missing values. In case of categorical data we may use the most common values and in case numerical data we can use mean, median etc."
Technical,ML,How should you maintain your deployed model?,### Monitor Constant monitoring of all the models is needed to determine the performance accuracy of the models ### Evaluate Evaluation metric of the current model is calculated to determine if new algorithm is needed. ### Compare The new models are compared against each other to determine which model performs the best. ### Rebuild The best performing model is re-built on the current set of data.
Technical,ML,What are recommender systems?,"The purpose of a recommender system is to suggest relevant items or services to users. * Two major categories of recommender systems are collaboarative filtering and cotent based filtering methods ### Collaborative Filtering * It is based on the past interactions recorded between users and items in order to produce new recommendations. * e.g. Music service recommends track that are often played by other users with similar interests ### Content Based Filtering * Unlike collaborative methods that only rely on the user-item interactions, content based approaches use additional information about the content consumed by the user to produce new recommendations * e.g. Music service recommends new song based on properties of the songs user listens to."
Technical,ML,"People who bought this, also bought...'recommendations seen on Amazon is a result of which algorithm?",Its done by recommendation system using collaborative filtering approach. * In case of collaborative filtering past interactions recorded between users and items are used to produce new recommendations.
Technical,Statistics & Probability,"If it rains on saturday with probability 0.6, and it rains on sunday with probability 0.2, what is the probability that it rains this weekend?","* Since we know the probability of rain on Saturday and Sunday, the probability of raining on Weekend is combination of both of these events. * Trick here is to know the probability of not raining on Saturday and Sunday. * If we subtract the intersection() of both the events of not raining on Saturday and Sunday from total probability then we get the probability of raining on weekend. ``` = Total probability - (Probability that it will not rain on Saturday) (Probability that it will not rain on Sunday) = 1 - (1 - 0.6)*(1 - 0.2) = 0.68 ``` *"
Technical,ML,How can you select K for K-Means?,"There are two ways to select the number of clusters in case K-Means clustering algorithm ### Visualization * To find the number of clusters manually by data visualization is one of the most common method. * Domain knowledge and proper understanding of given data also help to make more informed decisions. * Since its manual exercise there is always a scope for ambiguous observations, in such cases we can also use Elbow Method ### Elbow Method * In Elbow method we run the K-Means algorithm multiple times over a loop, with an increasing number of cluster choice(say from 1 to 10) and then plotting a clustering score as a function of the number of clusters. * Clustering score is nothing but sum of squared distances of samples to their closest cluster center. * Elbow is the point on the plot where clustering score (distortion) slows down, and the value of cluster at that point gives us the optimum number of clusters to have. * But sometimes we dont get clear elbow point on the plot, in such cases its very hard to finalize the number of clusters."
Technical,ML,"Explain dimensionality reduction, and its benefits?",Dimensionality reduction referes to the process of converting a set of data having vast dimensions into data with lesser dimensions(features) to convey similar information concisely. * It helps in data compressing and reducing the storage space * It reduces computation time as less dimensions lead to less computing * It removes redundant features. E.g. There is no point in storing value in two different units
Technical,Statistics & Probability,How can you say that the time series data is stationary?,"For accurate analysis and forecasting, **trend and seasonality is removed** from the time series and converted it into stationary series. Time series data is said to be stationary when statistical properties like mean, standard deviation are constant and there is no seasonality. In other words statistical properties of the time series data should not be a function of time."
Technical,ML,How can you calculate the accuracy using confusion matrix?,Accuracy = (True Positive + true Negative) / Total Obervations Write the equations for the precision and recall?
Technical,ML,Write the equations for the precision and recall?,Precision = True Positive / (True Positive + False Positive) Recall = True Positive /(Total Positive + False Negative)
Technical,ML,"If a drawer containes 12 red socks, 16 blue socks, and 20 white socks, how many must you pull out to be sure of having a amcthing pair?","* There are three colors of socks- Red, Blue and White. No of socks is irrelevant here. * Suppose in our first pull we picked Red color sock * In second pull we picked Blue color sock * And in third pull we picked White color sock. * Now in our fourth pull, if we pick any color, match is guaranteed!! So the answer is 4!"
Technical,ML,Which of the following machine learning algorithm can be used for imputing missing values of both categorical and continuos variables?,K-means clustering - Linear regression - K-NN - Decision tress ``` Using KNN we can compute the missing variable value by using the nearest neighbors.
Technical,Statistics & Probability,"Given a box of matches and two ropes, not necessarily identical, measure a period of 45 minutes?","Note: Ropes are not uniform in natire and rope takes exactly 60 minutes to completly burn out * We have two ropes A and B * Ligt A from both the end and B from one end * When A finished burning we know that 30 minutes have elapsed and B has 30 minutes remaining * Now light the other end of B also, it will now burnout in 15 minutes * This we got 30 + 15 = 45 minutes"
Technical,ML,"After studying the behaviour of population, you have identified four specific individual types who are valueable to your study. You would like find all users who are most similar to each indivdual type. Which algorithm is most approprate for this study?","The most appropriate algorithm for this study is **K-Nearest Neighbors (KNN)**. Here's why KNN is well-suited for this task: 1. **Similarity-Based:** KNN explicitly focuses on finding the most similar data points (users in this case) to a given point (your identified individual types) based on their features or attributes. 2. **No Assumption about Data Distribution:** KNN is a non-parametric algorithm, meaning it doesn't make any assumptions about the underlying distribution of your data. This is beneficial when you're unsure how the data is distributed or if it doesn't fit a specific statistical model. 3. **Easy to Interpret:** KNN is relatively easy to understand and interpret. You simply define the number of neighbors (k) and a distance metric (e.g., Euclidean distance), and the algorithm finds the k closest data points to each of your individual types. 4. **Flexible:** KNN can handle both numerical and categorical data, making it adaptable to different types of features that might be relevant in your study."
Technical,Statistics & Probability,Your organization has a website where visitors randomly receive one of the two coupons. It is also possible that visitors to the website will not receive the coupon. You have been asked to determine if offering a coupon to the visitors to your website has any impact on their purchase decision. Which analysis method should you use?,"In this scenario, the most appropriate analysis method would be **A/B Testing** (or **Split Testing**). **Here's why A/B Testing is the best fit:** * **Controlled Experiment:** A/B Testing allows you to randomly assign visitors to different groups (control group with no coupon, group A with coupon type 1, group B with coupon type 2). This controlled experiment ensures that any differences in purchase behavior can be directly attributed to the presence and type of coupon. * **Measures Impact:** You can directly compare the conversion rates (percentage of visitors who make a purchase) between the groups to see if offering a coupon has a statistically significant impact on purchase decisions. * **Compares Coupon Types:** Additionally, you can analyze if one coupon type is more effective than the other in driving purchases. **How to Implement A/B Testing:** 1. **Define the Hypothesis:** State clearly what you want to test. For example: * Null Hypothesis: Offering a coupon has no impact on the purchase decision. * Alternative Hypothesis: Offering a coupon increases the likelihood of a purchase. 2. **Set up the Experiment:** * Randomly assign website visitors to one of the three groups (control, coupon A, coupon B). * Ensure the experiment runs for a sufficient duration to collect enough data for statistically significant results. 3. **Collect Data:** * Track the conversion rates for each group. * Gather additional data like coupon usage, time spent on site, etc., for further analysis. 4. **Analyze the Results:** * Use statistical tests (e.g., Chi-squared test, t-test) to compare the conversion rates between the groups and determine if the differences are statistically significant. * Calculate metrics like uplift (increase in conversion rate due to the coupon) and confidence intervals to understand the impact of the coupons. 5. **Draw Conclusions and Take Action:** * Based on the analysis, decide if offering coupons is beneficial. * If so, identify the most effective coupon type and implement it in your marketing strategy. **Important Considerations:** * **Sample Size:** Ensure you have a large enough sample size in each group to achieve statistically significant results. * **External Factors:** Be mindful of external factors (e.g., seasonality, promotions by competitors) that could influence purchase behavior during the experiment. * **Ethical Considerations:** Be transparent with visitors about the experiment and obtain necessary consent if required. A/B Testing provides a robust and data-driven way to understand the impact of coupons on purchase decisions, enabling you to make informed marketing decisions and optimize your website's conversion rate."
Technical,ML,Explain Principal Componenet Analysis?,"* Principal Component Analysis (PCA) is dimensionality reduction method, that is used to reduce dimensionality of large data sets, by transforming large set of variables into a smaller one that still contains most of the information in large set. * Principal component analysis is a technique for **feature extraction** so it combines our input variables in a specific way, then we can drop the **least important** variables while still retaining the most valuable parts of all of the variables! As an added benefit, each of the new variables after PCA are all **independent** of one another * Reducing the number of the variables of the datset naturally comes at the expense of accuracy, but the trick in dimensionality reduction is to trade a little accuracy for simplicity. * By reducing the dimension of your feature space, you have fewer relationships between variables to consider and you are less likely to overfit your model"
Technical,ML,Difference between standardisation and normalization?,"**Standardization** * **What it does:** * Centers the data around zero (mean = 0) * Scales the data to have a standard deviation of one (std = 1) * **Transformation:** * `Z = (X - mean) / std_dev` * **When to use it:** * Algorithms that are sensitive to the scale of features (e.g., linear regression, logistic regression, support vector machines). * When you assume your data follows a normal (Gaussian) distribution (though not strictly required). * When outliers are present, as standardization is less affected by them. ( It means it includes the effect of outliers in scaling process) **Normalization** * **What it does:** * Scales the data to a specific range, typically between 0 and 1 * **Transformation:** * `X_norm = (X - X_min) / (X_max - X_min)` * **When to use it:** * Algorithms that rely on distance calculations (e.g., k-nearest neighbors, k-means clustering). * When you don't know the distribution of your data. * When you want to avoid outliers having a disproportionate impact on the scaling.( It means it tries to limit the impact of outliers on scaling process) **Key differences in a nutshell:** * **Transformation:** Standardization uses mean and standard deviation. Normalization uses minimum and maximum values. * **Distribution Assumption:** Standardization often assumes a normal distribution. Normalization makes no assumptions about the distribution. * **Outlier Sensitivity:** Standardization is less sensitive to outliers. Normalization is more sensitive to outliers. * **Range:** Standardization has no fixed range. Normalization scales to a specific range (usually 0 to 1). **Choosing the right one:** * **No one-size-fits-all answer:** The best choice depends on your specific data, algorithm, and problem. * **Experimentation is key:** Try both techniques and compare the results to see which one works better for your particular case."
Technical,ML,What is meant by Data Leakage?,"Data Leakage is the scenario where the Machine Learning Model is already aware of some part of test data after training.This causes the problem of overfitting. * In Machine learning, Data Leakage refers to a mistake that is made by the creator of a machine learning model in which they accidentally share the information between the test and training data sets. * Data leakage is a serious and widespread problem in data mining and machine learning which needs to be handled well to obtain a robust and generalized predictive model. **Examples of data leakage** * The most obvious and easy-to-understand cause of data leakage is to include the target variable as a feature. What happens is that after including the target variable as a feature, our purpose of prediction got destroyed. This is likely to be done by mistake but while modelling any ML model, you have to make sure that the target variable is differentiated from the set of features. * Another common cause of data leakage is to include test data with training data. > Above two cases are not very likely to occur because they can easily be spotted while doing the modelling. Below are few data leakage examples that are hard to troubleshoot. * Presence of Giveaway features * Lets we are working on a problem statement in which we have to build a model that predicts a certain medical condition. If we have a feature that indicates whether a patient had a surgery related to that medical condition, then it causes data leakage and we should never be included that as a feature in the training data. The indication of surgery is highly predictive of the medical condition and would probably not be available in all cases. If we already know that a patient had a surgery related to a medical condition, then we may not even require a predictive model to start with. * Lets we are working on a problem statement in which we have to build a model that predicts if a user will stay on a website. Including features that expose the information about future visits will cause the problem of data leakage. So, we have to use only features about the current session because information about the future sessions is not generally available after we deployed our model. * Leakage during Data preprocessing * While solving a Machine learning problem statement, firstly we do the data cleaning and preprocessing which involves the following steps: * Evaluating the parameters for normalizing or rescaling features * Finding the minimum and maximum values of a particular feature * Normalize the particular feature in our dataset * Removing the outliers * Fill or completely remove the missing data in our dataset * The above-described steps should be done using only the training set. If we use the entire dataset to perform these operations, data leakage may occur. * Applying preprocessing techniques to the entire dataset will cause the model to learn not only the training set but also the test set. As we all know that the test set should be new and previously unseen for any model."
Technical,ML,How to detect Data Leakage?,"Results are too good too true * In general, if we see that the model which we build is too good to be true (i.,e gives predicted and actual output the same), then we should get suspicious and data leakage cannot be ruled out. * At that time, the model might be somehow memorizing the relations between feature and target instead of learning and generalizing it for the unseen data. * So, it is advised that before the testing, the prior documented results are weighed against the expected results. * Using EDA * While doing the Exploratory Data Analysis (EDA), we may detect features that are very highly correlated with the target variable. Of course, some features are more correlated than others but a surprisingly high correlation needs to be checked and handled carefully. * We should pay close attention to those features. So, with the help of EDA, we can examine the raw data through statistical and visualization tools. * High weight features * After the completion of the model training, if features are having very high weights, then we should pay close attention. Those features might be leaky."
Technical,ML,How to fix the problem of Data Leakage?,"The main culprit behind this is the way we split our dataset and when. The following steps can prove to be very crucial in preventing data leakage: * Select the features such a way that they do not contain information about the target variable, which is not naturally available at the time of prediction. * Create a Separate Validation Set * To minimize or avoid the problem of data leakage, we should try to set aside a validation set in addition to training and test sets if possible. * The purpose of the validation set is to mimic the real-life scenario and can be used as a final step. * By doing this type of activity, we will identify if there is any possible case of overfitting which in turn can act as a caution warning against deploying models that are expected to underperform in the production environment. * Apply Data preprocessing Separately to both Train and Test subsets * While dealing with neural networks, it is a common practice that we normalize our input data firstly before feeding it into the model. * Generally, data normalization is done by dividing the data by its mean value. More often than not, this normalization is applied to the overall data set, which influences the training set from the information of the test set and eventually it results in data leakage. * Hence, to avoid data leakage, we have to apply any normalization technique separately to both training and test subsets. * Problem with the Time-Series Type of data * When dealing with time-series data, we should pay more attention to data leakage. For example, if we somehow use data from the future when doing computations for current features or predictions, it is highly likely to end up with a leaked model. * It generally happens when the data is randomly split into train and test subsets. * So, when working with time-series data, we put a cutoff value on time which might be very useful, as it prevents us from getting any information after the time of prediction. **Target Leakage:** This happens when predictors (features) include information that's only available after the target variable is known. **Example:** Predicting customer churn based on whether they canceled their subscription. The act of canceling is only known after they've churned, making it a leaky predictor."
Technical,Statistics & Probability,What is selection bias?,"Selection bias is the bias introduced by the selection of individuals, groups, or data for analysis in such a way that proper randomization is not achieved, thereby ensuring that the sample obtained is not representative of the population intended to be analyzed. It is sometimes referred to as the **selection effect**. * **Sampling bias** is usually classified as a subtype of selection bias, sampling bias is a bias in which a sample is collected in such a way that some members of the intended population have a lower or higher sampling probability than others. * Due to sampling bias, the probability distribution in the collected dataset deviates from its true natural distribution, which may affect ML models performance."
Technical,Statistics & Probability,What does it mean when distribution is left skew or right skew?,"In a **right-skewed** distribution, the tail on the right side is longer. This means most of the data is clustered on the left, with a few unusually large values pulling the average higher. Think of income distribution - most people earn less, but a few very high earners skew the average upwards. In a **left-skewed** distribution, the tail on the left side is longer. This means most of the data is clustered on the right, with a few unusually small values pulling the average lower. An example could be exam scores where most students do well, but a few low scores bring down the average."
Technical,Statistics & Probability,# What does the distribution looks like for the average time spend watching youtube per day?,"The distribution of average time spent watching YouTube per day is likely to be right-skewed. This means that most people watch YouTube for a relatively short amount of time each day, while a smaller number of users watch for much longer durations. The tail of the distribution extends to the right, indicating the presence of these high-usage viewers."
Technical,ML,Expalin covariance and correlation,"Covariance and Correlation are two mathematical concepts which are commonly used in the field of probability and statistics. Both concepts describe the relationship between two variables. * Covariance indicates the **direction of the linear relationship between variables**. Correlation on the other hand measures both the **strength and direction of the linear relationship between two variables**. * In case of High correlation, two sets of data are strongly linked together - Correlation is Positive when the values increase together, and - Correlation is Negative when one value decreases as the other increases"
Technical,ML,What is regularization. Why it is usefull?,Regularization is the process of adding tunning parameter(penalty term) to a model to induce smoothness in order to prevent overfitting. * The tunning parameter controls the excessively fluctuating function in such a way that coefficients dont take extreame values. * There are two types of regularization as follows: - L1 Regularization or Lasso Regularization. L1 Regularization or Lasso Regularization adds a penalty to the error function. The penalty is the sum of the absolute values of weights. - L2 Regularization or Ridge Regularization. L2 Regularization or Ridge Regularization also adds a penalty to the error function. But the penalty here is the sum of the squared values of weights.
Technical,ML,What are confouding varaiables?,"In statistics, confounder is a variable that influences both the dependent variable and independent avriable. * If you are researeching whether a lack of exercise leads to weight gain. In this case 'lack of exercise' is independent variable and 'weight gain' is dependent variable. A confounding varaible in this case would be 'age' which affect both of these variables."
Technical,ML,Explain ROC curve and AUC,"ROC Curve (Receiver Operating Characteristic Curve)** and **AUC (Area Under the Curve)** are tools used to evaluate the performance of a classification model, particularly when you want to understand how well the model separates two classes, such as ""spam"" and ""not spam."" ### ROC Curve: 1. **What is the ROC Curve?** - The ROC Curve is a graph that shows the trade-off between the **True Positive Rate (TPR)** and the **False Positive Rate (FPR)** of a model at various thresholds. - **True Positive Rate (TPR)**, also known as **Recall**, tells us how many of the actual positive cases (e.g., actual spam emails) were correctly predicted by the model. - **False Positive Rate (FPR)** tells us how many of the actual negative cases (e.g., non-spam emails) were incorrectly predicted as positive by the model. 2. **How to Read the ROC Curve?** - The **X-axis** represents the False Positive Rate (FPR), and the **Y-axis** represents the True Positive Rate (TPR). - A perfect model would reach the top left corner of the graph (high TPR and low FPR), indicating it correctly identifies all positives and has no false positives. ### AUC (Area Under the Curve): 1. **What is AUC?** - **AUC** stands for **Area Under the ROC Curve**. It provides a single number summary of the ROC Curve, which measures the overall ability of the model to distinguish between positive and negative classes. - **AUC values range from 0 to 1**: - An **AUC of 0.5** means the model performs no better than random guessing. - An **AUC close to 1** means the model has excellent performance, correctly distinguishing between the classes almost all the time. Why are ROC and AUC Important? Performance Comparison**: ROC and AUC help compare different models or different settings of the same model to see which one performs better in distinguishing between classes. - **Threshold Independence**: Unlike accuracy, which depends on a specific threshold, the ROC Curve and AUC show how a model performs across all possible thresholds, giving a more complete picture of its performance. - **Handling Imbalanced Data**: They are particularly useful when the data is imbalanced (e.g., detecting fraud in banking transactions), as they focus on the ability to correctly classify the minority class. ### Summary: The **ROC Curve** helps visualize the trade-off between detecting true positives and avoiding false positives at various thresholds, while the **AUC** gives a single score that summarizes the model's overall ability to separate classes. A higher AUC indicates a better model for distinguishing between the two classes. For more detailed explaination please refer. https://developers.google.com/machine-learning/crash-course/classification/roc-and-auc # Explain Precision-Recall Curve The **Precision-Recall Curve** is a tool used to evaluate the performance of a classification model, especially when dealing with imbalanced datasets where one class is much more common than the other. ### Key Concepts: 1. **Precision**: - Measures how many of the positive predictions made by the model are actually correct. - **Example**: If a model predicts 10 emails as spam and 8 are actually spam, the precision is 8 out of 10, or 80%. 2. **Recall**: - Measures how well the model finds all the actual positive cases. - **Example**: If there are 12 spam emails and the model correctly identifies 8 of them, the recall is 8 out of 12, or about 67%."
Technical,ML,What is the Precision-Recall Curve?,"- The Precision-Recall Curve is a graph that shows the trade-off between precision and recall at different thresholds for deciding whether something is positive (like spam) or negative (not spam). - **X-axis**: Recall (how many actual positives we caught). - **Y-axis**: Precision (how many of our positive predictions were correct). Why is it Useful? 1. **Better for Imbalanced Data**: Unlike accuracy, which can be misleading with imbalanced data, the Precision-Recall Curve focuses on the performance of predicting the positive class, which is often the class of interest. 2. **Visualize Trade-offs**: The curve helps you see the trade-off between precision and recall. For example, if you want a model that catches almost all spam (high recall), the precision might drop (more false positives). The curve helps you find a good balance. 3. **Optimize Model Performance**: By looking at the curve, you can choose the best threshold that balances precision and recall for your specific needs. For example, in medical tests, you might want high recall to catch as many diseases as possible, even if it means more false alarms. ### Summary: The **Precision-Recall Curve** is a visual tool that helps you understand how well a model identifies the positive cases (like spam or a disease) and balances making correct predictions with avoiding false positives, especially in situations where one class is much rarer than the other."
Technical,Statistics & Probability,What is TF-IDF?,"TF-IDF (Term Frequency-Inverse Document Frequency)** is a method used in text analysis to determine how important a word is in a specific document compared to a whole collection of documents (called a corpus). It helps in identifying words that are most relevant to the content of a document. ### Key Concepts: 1. **Term Frequency (TF)**: - This measures how often a word appears in a document. A higher term frequency means that the word is more significant within that document. - **Simple Example**: If the word ""cat"" appears 3 times in a document with 100 words, the term frequency for ""cat"" is 3/100 = 0.03. 2. **Inverse Document Frequency (IDF)**: - This measures how rare or unique a word is across all documents in the corpus. A word that appears in many documents will have a low IDF, while a word that appears in only a few documents will have a high IDF. - **Simple Example**: If the word ""cat"" appears in only 1 out of 100 documents, its IDF is higher because its less common across the corpus. 3. **TF-IDF Score**: - This is the combination of TF and IDF. It gives a score that indicates how important a word is in a document, adjusted for how common it is across the entire corpus. - Words that are frequently used in a document but are rare in other documents get higher scores, highlighting their importance for that specific document. ### Why TF-IDF is Useful: - **Identifies Key Terms**: TF-IDF helps in identifying the most important words in a document, which are often key topics or themes. - **Improves Search Results**: In search engines, TF-IDF can be used to rank documents based on their relevance to a user's query by focusing on unique and significant words. - **Text Classification and Clustering**: It helps in categorizing or grouping documents by identifying unique terms that define different categories. ### In Simple Terms: TF-IDF helps find words that are important in a document but not too common across other documents. Its a tool to highlight what makes a document unique, which is useful for search engines, text analysis, and understanding the content better."
Technical,ML,What are Eigenvectors and Eigenvalues?,"* In linear algebra, an **eigenvector** is a special vector that, when a linear transformation is applied to it, only changes in scale (gets stretched or shrunk) but not in direction. * The **eigenvalue** associated with that eigenvector is the factor by which it is scaled. **Why are they important?** Eigenvectors and eigenvalues reveal the underlying structure and behavior of linear transformations. They have numerous applications across various fields: * **Image compression:** Eigenvectors can be used to represent images efficiently, leading to compression techniques like Principal Component Analysis (PCA). * **Facial recognition:** Eigenfaces, derived from eigenvectors, are used to represent and recognize faces. * **PageRank algorithm:** Google's PageRank algorithm uses eigenvectors to rank web pages based on their importance. * **Physics and engineering:** Eigenvalues and eigenvectors are used to analyze vibrations, stability, and other properties of systems. * **Machine learning:** They are used in dimensionality reduction techniques, clustering algorithms, and understanding the behavior of neural networks."
Technical,ML,Explain the scenario where both false positive and false negative are equally important,"1. **Medical Diagnosis (e.g., Cancer Screening)** * **False Positive:** A patient is told they have cancer when they don't. This leads to unnecessary anxiety, invasive procedures, and potential side effects from treatment. * **False Negative:** A patient with cancer is told they are healthy. This delays crucial treatment, potentially allowing the disease to progress and worsen the prognosis. 2. **Fraud Detection** * **False Positive:** A legitimate transaction is flagged as fraudulent. This inconveniences the customer, potentially disrupting their business or causing reputational damage. * **False Negative:** A fraudulent transaction goes undetected. This results in financial loss for the business or individual, and can enable further fraudulent activity."
Technical,ML,Why feature scalling is required in Gradient Descent Based Algorithms,"Machine learning algorithms like linear regression, logistic regression, neural network, etc. that use gradient descent as an optimization technique require data to be scaled. Take a look at the formula for gradient descent below: The presence of feature value X in the formula will affect the step size of the gradient descent. * The difference in ranges of features will cause different step sizes for each feature. * To ensure that the gradient descent moves smoothly towards the minima and that the steps for gradient descent are updated at the same rate for all the features, we scale the data before feeding it to the model. * Having features on a similar scale can help the gradient descent converge more quickly towards the minima."
Technical,ML,Why feature scalling is required in distance Based Algorithms,"Distance algorithms like KNN, K-means, and SVM are most affected by the range of features. This is because behind the scenes they are using distances between data points to determine their similarity. * For example, lets say we have data containing high school CGPA scores of students (ranging from 0 to 5) and their future incomes (in thousands Rupees): * Since both the features have different scales, there is a chance that higher weightage is given to features with higher magnitude. This will impact the performance of the machine learning algorithm and obviously, we do not want our algorithm to be biassed towards one feature. * Therefore, we scale our data before employing a distance based algorithm so that all the features contribute equally to the result. Scaling has brought both the features into the picture and the distances are now more comparable than they were before we applied scaling."
